,Date,Close,Adj_Close,Open,High,Low,Volume
1080,2020-04-10,0.9510539770126344,0.8320050239562988,0.6941869854927063,0.9510539770126344,0.8320050239562988,87364276.0
1081,2020-04-11,0.7768189907073975,0.9510539770126344,0.7650200128555298,0.7768189907073975,0.9510539770126344,43862444.0
1082,2020-04-12,0.8825070261955261,0.7854480147361755,0.7624260187149048,0.8825070261955261,0.7854480147361755,38736897.0
1083,2020-04-13,0.7778319716453552,0.8907600045204163,0.7739760279655457,0.7778319716453552,0.8907600045204163,18211285.0
1084,2020-04-14,0.6619250178337097,0.7778319716453552,0.6281690001487732,0.6619250178337097,0.7778319716453552,16747614.0
1085,2020-04-15,0.646651029586792,0.6692889928817749,0.6215310096740723,0.646651029586792,0.6692889928817749,13075275.0
1086,2020-04-16,0.6908159852027893,0.6308789849281311,0.6251069903373718,0.6908159852027893,0.6308789849281311,21346031.0
1087,2020-04-17,0.6607279777526855,0.6893119812011719,0.6607279777526855,0.6607279777526855,0.6893119812011719,9870810.0
1088,2020-04-18,0.6810960173606873,0.6607279777526855,0.6594269871711731,0.6810960173606873,0.6607279777526855,9782112.0
1089,2020-04-19,0.6069689989089966,0.6815159916877747,0.5984870195388794,0.6069689989089966,0.6815159916877747,9289670.0
1090,2020-04-20,0.538811981678009,0.6129480004310608,0.5205780267715454,0.538811981678009,0.6129480004310608,8342616.0
1091,2020-04-21,0.5876590013504028,0.5413870215415955,0.5085489749908447,0.5876590013504028,0.5413870215415955,9711507.0
1092,2020-04-22,0.6916009783744812,0.5811660289764404,0.5696210265159607,0.6916009783744812,0.5811660289764404,18828400.0
1093,2020-04-23,0.6274570226669312,0.6853470206260681,0.6003220081329346,0.6274570226669312,0.6853470206260681,13485271.0
1094,2020-04-24,0.6342419981956482,0.6240209937095642,0.6139410138130188,0.6342419981956482,0.6240209937095642,9064190.0
1095,2020-04-25,0.6433290243148804,0.6305279731750488,0.6215469837188721,0.6433290243148804,0.6305279731750488,7311905.0
1096,2020-04-26,0.6355059742927551,0.6532149910926819,0.6311709880828857,0.6355059742927551,0.6532149910926819,8320760.0
1097,2020-04-27,0.5723720192909241,0.6357139945030212,0.561028003692627,0.5723720192909241,0.6357139945030212,7406934.0
1098,2020-04-28,0.6612930297851562,0.5782529711723328,0.5684840083122253,0.6612930297851562,0.5782529711723328,7470201.0
1099,2020-04-29,0.7458400130271912,0.6622859835624695,0.655273973941803,0.7458400130271912,0.6622859835624695,8801144.0
1100,2020-04-30,0.6910449862480164,0.7471950054168701,0.6878809928894043,0.6910449862480164,0.7471950054168701,5016892.0
1101,2020-05-01,0.7287939786911011,0.6910449862480164,0.685903012752533,0.7287939786911011,0.6910449862480164,4164272.0
1102,2020-05-02,0.7158759832382202,0.7272679805755615,0.7079039812088013,0.7158759832382202,0.7272679805755615,3441356.0
1103,2020-05-03,0.6795349717140198,0.7147960066795349,0.6566159725189209,0.6795349717140198,0.7147960066795349,3328344.0
1104,2020-05-04,0.6674910187721252,0.6796249747276306,0.6184340119361877,0.6674910187721252,0.6796249747276306,3443698.0
1105,2020-05-05,0.6418370008468628,0.6734399795532227,0.6264989972114563,0.6418370008468628,0.6734399795532227,2847469.0
1106,2020-05-06,0.6225839853286743,0.6424540281295776,0.6225839853286743,0.6225839853286743,0.6424540281295776,2677563.0
1107,2020-05-07,0.6129779815673828,0.6225839853286743,0.5733759999275208,0.6129779815673828,0.6225839853286743,3355830.0
1108,2020-05-08,0.6049219965934753,0.6129779815673828,0.589851975440979,0.6049219965934753,0.6129779815673828,2488195.0
1109,2020-05-09,0.6045269966125488,0.6040419936180115,0.5884479880332947,0.6045269966125488,0.6040419936180115,2128503.0
1110,2020-05-10,0.5370339751243591,0.6044610142707825,0.5130810141563416,0.5370339751243591,0.6044610142707825,2327581.0
1111,2020-05-11,0.5152729749679565,0.5362550020217896,0.5051940083503723,0.5152729749679565,0.5362550020217896,2098481.0
1112,2020-05-12,0.5385760068893433,0.5133910179138184,0.5052509903907776,0.5385760068893433,0.5133910179138184,2198625.0
1113,2020-05-13,0.5505319833755493,0.5383719801902771,0.5180379748344421,0.5505319833755493,0.5383719801902771,2326446.0
1114,2020-05-14,0.5691180229187012,0.5505319833755493,0.5501099824905396,0.5691180229187012,0.5505319833755493,2047897.0
1115,2020-05-15,0.5597519874572754,0.5691930055618286,0.5470929741859436,0.5597519874572754,0.5691930055618286,1850070.0
1116,2020-05-16,0.599120020866394,0.5589810013771057,0.5543609857559204,0.599120020866394,0.5589810013771057,2300409.0
1117,2020-05-17,0.6129890084266663,0.5952280163764954,0.5891749858856201,0.6129890084266663,0.5952280163764954,2936428.0
1118,2020-05-18,0.6526700258255005,0.6126819849014282,0.6096490025520325,0.6526700258255005,0.6126819849014282,3314359.0
1119,2020-05-19,0.6244540214538574,0.6509739756584167,0.6112480163574219,0.6244540214538574,0.6509739756584167,2380263.0
